header,fname,lname,name,citizen,village,sex,age,yob,status,hired,leader,deputy,sherpa,tibetan,abovebc,success,solo,traverse,ski,o2used,o2none,smtcnt,msmtdate1,msmttime1,dsmttime1,msmtdate2,msmttime2,dsmttime2,msmtdate3,msmttime3,dsmttime3,claimed,disputed,inj,death,deathdate,deathtime,ddthtime,deathtype,deathclass,deathhgtm,ams,weather,mperhighpt,mperhighdt,msmtbid,msmtterm,yearseas,peakid,expid,membid,host,route1,route2,comrte,stdrte,agency,agntid,myear,mseason,maxatt,att1st
,Reinhard,Patscheider,Reinhard Patscheider,Italy,,M,38,1957,Leader,0,1,0,0,0,1,1,0,0,0,0,1,1,14-05-1995,0430,4.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 14,5, 1,1995 Spr,EVER,EVER-951-11,01,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,TRUE
,Ryszard Jan,Pawlowski,Ryszard Jan Pawlowski,Poland,,M,44,1950,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,12-05-1995,1130,11.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 12,5, 1,1995 Spr,EVER,EVER-951-13,09,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,FALSE
,Juri,Projaev,Juri Projaev,Russia,,M,34,1961,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,11-05-1995,1800,18,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 11,5, 1,1995 Spr,EVER,EVER-951-06,15,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,TRUE
,Piotr Czeslaw,Pustelnik,Piotr Czeslaw Pustelnik,Poland,,M,43,1951,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,12-05-1995,1130,11.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 12,5, 1,1995 Spr,EVER,EVER-951-05,04,2,N Col-NE Ridge,,1,1,Thamserku Trekking,,1995,1,0,TRUE
,Graham Gordon,Ratcliffe,Graham Gordon Ratcliffe,UK,,M,40,1955,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,17-05-1995,0830,8.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,1995 Spr,EVER,EVER-951-13,10,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,TRUE
,Steven P. (Steve),Reneker,Steven P. (Steve) Reneker,USA,,M,34,1960,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,16-05-1995,1145,11.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,1995 Spr,EVER,EVER-951-04,16,2,N Col-NE Ridge,,1,1,Peak Promotion,,1995,1,0,TRUE
,Vladimir,Shataev,Vladimir Shataev,Russia,,M,58,1937,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,11-05-1995,1800,18,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 11,5, 1,1995 Spr,EVER,EVER-951-06,17,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,TRUE
,Jeff,Shea,Jeff Shea,USA,,M,39,1955,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,24-05-1995,0900,9,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 24,5, 1,1995 Spr,EVER,EVER-951-14,16,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,TRUE
,Ang Rita,Sherpa,Ang Rita Sherpa (Yilajung),Nepal, (Yilajung),M,46,1948,H-A Worker,1,0,0,1,0,1,1,0,0,0,0,1,1,13-05-1995,1600,16,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 13,5, 1,1995 Spr,EVER,EVER-951-06,24,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,FALSE
,Apa (Appa),Sherpa,Apa (Appa) Sherpa (Thami Og),Nepal, (Thami Og),M,35,1960,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,15-05-1995,0740,7.67,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 15,5, 1,1995 Spr,EVER,EVER-951-12,14,1,S Col-SE Ridge,,1,1,Wilderness Experience,,1995,1,0,FALSE
,Arita,Sherpa,Arita Sherpa (Thami),Nepal, (Thami),M,35,1959,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,15-05-1995,0740,7.67,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 15,5, 1,1995 Spr,EVER,EVER-951-12,15,1,S Col-SE Ridge,,1,1,Wilderness Experience,,1995,1,0,TRUE
,Babu Chiri (Babu Tshering),Sherpa,Babu Chiri (Babu Tshering) Sherpa (Chhulemu),Nepal, (Chhulemu),M,29,1965,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,2,14-05-1995,0710,7.17,26-05-1995,,9.75,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 14,5, 1,1995 Spr,EVER,EVER-951-14,20,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,FALSE
,Dawa Tshering (Dawa Chhiri),Sherpa,Dawa Tshering (Dawa Chhiri) Sherpa (Beding),Nepal, (Beding),M,23,1971,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,11-05-1995,0645,6.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 11,5, 1,1995 Spr,EVER,EVER-951-02,15,2,NE Ridge,,0,0,Rolwaling Treks,,1995,1,0,FALSE
,Jangbu,Sherpa,Jangbu Sherpa (Changba),Nepal, (Changba),M,36,1959,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,16-05-1995,1030,10.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,1995 Spr,EVER,EVER-951-04,21,2,N Col-NE Ridge,,1,1,Peak Promotion,,1995,1,0,TRUE
,"Kaji (Pasang Kaji, Pasang Kami)",Sherpa,"Kaji (Pasang Kaji, Pasang Kami) Sherpa (Loding Tamakhani)",Nepal, (Loding Tamakhani),M,31,1963,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,14-05-1995,0530,5.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 14,5, 1,1995 Spr,EVER,EVER-951-04,22,2,N Col-NE Ridge,,1,1,Peak Promotion,,1995,1,0,FALSE
,Karsang Namgyal/Namgel,Sherpa,Karsang Namgyal/Namgel Sherpa (Thami),Nepal, (Thami),M,23,1971,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,26-05-1995,1000,10,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 26,5, 1,1995 Spr,EVER,EVER-951-08,16,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,TRUE
,Lama Jangbu,Sherpa,Lama Jangbu Sherpa (Kharikhola),Nepal, (Kharikhola),M,30,1964,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,26-05-1995,0900,9,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 26,5, 1,1995 Spr,EVER,EVER-951-14,21,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,TRUE
,Lhakpa Dorje,Sherpa,Lhakpa Dorje Sherpa (Chitre),Nepal, (Chitre),M,29,1965,H-A Worker,1,0,0,1,0,1,1,0,0,0,0,1,1,12-05-1995,1130,11.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 12,5, 1,1995 Spr,EVER,EVER-951-03,14,2,N Col-NE Ridge,,1,1,Surya Travel,,1995,1,0,TRUE
,Lhakpa Gelu,Sherpa,Lhakpa Gelu Sherpa (Kharikhola),Nepal, (Kharikhola),M,27,1967,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,24-05-1995,0900,9,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 24,5, 1,1995 Spr,EVER,EVER-951-14,22,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,FALSE
,Lhakpa Nuru,Sherpa,Lhakpa Nuru Sherpa (Kharikhola),Nepal, (Kharikhola),M,29,,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,11-05-1995,0645,6.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 11,5, 1,1995 Spr,EVER,EVER-951-02,16,2,NE Ridge,,0,0,Rolwaling Treks,,1995,1,0,FALSE
,Lobsang Jangbu,Sherpa,Lobsang Jangbu Sherpa (Beding),Nepal, (Beding),M,24,1971,H-A Worker,1,0,0,1,0,1,1,0,0,0,0,1,1,07-05-1995,1330,13.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 7,5, 1,1995 Spr,EVER,EVER-951-01,15,1,S Col-SE Ridge,,1,1,Wilderness Experience,,1995,1,0,FALSE
,Lobsang Temba (Lupsang Temba),Sherpa,Lobsang Temba (Lupsang Temba) Sherpa (Khumjung),Nepal, (Khumjung),M,27,1968,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,26-05-1995,1000,10,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 26,5, 1,1995 Spr,EVER,EVER-951-08,17,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,TRUE
,Mingma Tshering/Tsiri,Sherpa,Mingma Tshering/Tsiri Sherpa (Beding),Nepal, (Beding),M,24,1970,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,12-05-1995,1130,11.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 12,5, 1,1995 Spr,EVER,EVER-951-03,15,2,N Col-NE Ridge,,1,1,Surya Travel,,1995,1,0,TRUE
,Nima Dorje (Dorje),Sherpa,Nima Dorje (Dorje) Sherpa (Beding),Nepal, (Beding),M,40,1955,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,11-05-1995,0700,7,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 11,5, 1,1995 Spr,EVER,EVER-951-02,17,2,NE Ridge,,0,0,Rolwaling Treks,,1995,1,0,FALSE
,Nima Rita,Sherpa,Nima Rita Sherpa (Thami),Nepal, (Thami),M,37,,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,15-05-1995,0740,7.67,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 15,5, 1,1995 Spr,EVER,EVER-951-12,16,1,S Col-SE Ridge,,1,1,Wilderness Experience,,1995,1,0,FALSE
,Ongda Chhiring/Tshering,Sherpa,Ongda Chhiring/Tshering Sherpa (Tashigaon),Nepal, (Tashigaon),M,24,1970,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,14-05-1995,0530,5.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 14,5, 1,1995 Spr,EVER,EVER-951-04,23,2,N Col-NE Ridge,,1,1,Peak Promotion,,1995,1,0,FALSE
,Pasang Kami,Sherpa,Pasang Kami Sherpa (Kharikhola),Nepal, (Kharikhola),M,21,1973,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,11-05-1995,0700,7,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 11,5, 1,1995 Spr,EVER,EVER-951-02,18,2,NE Ridge,,0,0,Rolwaling Treks,,1995,1,0,FALSE
,Phinzo,Sherpa,Phinzo Sherpa (Beding),Nepal, (Beding),M,26,,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,16-05-1995,0800,8,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,1995 Spr,EVER,EVER-951-04,24,2,N Col-NE Ridge,,1,1,Peak Promotion,,1995,1,0,FALSE
,Tenzing Nuru,Sherpa,Tenzing Nuru Sherpa (Yilajung),Nepal, (Yilajung),M,25,,H-A Worker,1,0,0,1,0,1,1,0,0,0,0,1,1,12-05-1995,1132,11.53,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 12,5, 1,1995 Spr,EVER,EVER-951-03,16,2,N Col-NE Ridge,,1,1,Surya Travel,,1995,1,0,TRUE
,Tshering Dorje,Sherpa,Tshering Dorje Sherpa (Kharikhola),Nepal, (Kharikhola),M,24,1970,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,24-05-1995,0900,9,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 24,5, 1,1995 Spr,EVER,EVER-951-14,23,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,TRUE
,Wangchu,Sherpa,Wangchu Sherpa (Changba),Nepal, (Changba),M,29,,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,14-05-1995,0915,9.25,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 14,5, 1,1995 Spr,EVER,EVER-951-04,25,2,N Col-NE Ridge,,1,1,Peak Promotion,,1995,1,0,TRUE
,Nikolai,Sitnikov,Nikolai Sitnikov,Russia,,M,47,1947,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,17-05-1995,1200,12,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,1995 Spr,EVER,EVER-951-13,11,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,TRUE
,Michael,Smith,Michael Smith,UK,,M,33,1961,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,27-05-1995,0900,9,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 27,5, 1,1995 Spr,EVER,EVER-951-14,17,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,TRUE
,Musal Kaji,Tamang,Musal Kaji Tamang (Lapcha),Nepal, (Lapcha),M,32,,H-A Worker,1,0,0,0,0,1,1,0,0,0,1,0,1,16-05-1995,1000,10,  -   -,,0,  -   -,,0,0,0,1,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,1995 Spr,EVER,EVER-951-07,14,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,TRUE
,Anthony Eric (Tony),Tonsing,Anthony Eric (Tony) Tonsing,USA,,M,36,1959,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,16-05-1995,1035,10.58,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,1995 Spr,EVER,EVER-951-07,11,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,TRUE
,Evgeni,Vinogradski,Evgeni Vinogradski,Russia,,M,48,1946,Exp Doctor,0,0,0,0,0,1,1,0,0,0,1,0,1,13-05-1995,1600,16,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 13,5, 1,1995 Spr,EVER,EVER-951-06,19,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,FALSE
,Kurt Alan,Wedberg,Kurt Alan Wedberg,USA,,M,28,1966,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,16-05-1995,1215,12.25,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,1995 Spr,EVER,EVER-951-04,19,2,N Col-NE Ridge,,1,1,Peak Promotion,,1995,1,0,TRUE
,Imants,Zauls,Imants Zauls,Latvia,,M,52,1942,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,14-05-1995,1530,15.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 14,5, 1,1995 Spr,EVER,EVER-951-11,08,2,N Col-NE Ridge,,1,1,Asian Trekking,,1995,1,0,TRUE
,Wang-Yong,Han,Wang-Yong Han,S Korea,,M,29,1966,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,14-10-1995,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 14,5, 1,1995 Aut,EVER,EVER-953-06,03,2,NE Ridge (to 7700m),N Col-NE Ridge,0,0,Windhorse Trekking,,1995,3,0,TRUE
,Sung-Taek,Hong,Sung-Taek Hong,S Korea,,M,28,1967,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,14-10-1995,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 14,5, 1,1995 Aut,EVER,EVER-953-06,04,2,NE Ridge (to 7700m),N Col-NE Ridge,0,0,Windhorse Trekking,,1995,3,0,TRUE
,Yong-Il,Jo,Yong-Il Jo,S Korea,,M,26,1968,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,14-10-1995,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 14,5, 1,1995 Aut,EVER,EVER-953-05,04,2,N Col-NE Ridge,,1,1,Windhorse Trekking,,1995,3,0,TRUE
,Young-Tae,Kim,Young-Tae Kim,S Korea,,M,31,1964,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,14-10-1995,1535,15.58,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 14,5, 1,1995 Aut,EVER,EVER-953-03,05,1,SW Face (Bonington rte),,0,0,Windhorse Trekking,,1995,3,0,TRUE
,Jung-Hun,Park,Jung-Hun Park,S Korea,,M,24,1971,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,14-10-1995,1535,15.58,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 14,5, 1,1995 Aut,EVER,EVER-953-03,06,1,SW Face (Bonington rte),,0,0,Windhorse Trekking,,1995,3,0,TRUE
,Jangbu,Sherpa,Jangbu Sherpa (Nele),Nepal, (Nele),M,28,1967,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,14-10-1995,,0,  -   -,,0,  -   -,,0,0,0,0,1,14-10-1995,,0, 4,5,8800,0,0,8849,Oct 14,5, 1,1995 Aut,EVER,EVER-953-05,09,2,N Col-NE Ridge,,1,1,Windhorse Trekking,,1995,3,0,TRUE
,Kipa/Keepa,Sherpa,Kipa/Keepa Sherpa (Hille),Nepal, (Hille),M,32,,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,14-10-1995,1535,15.58,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 14,5, 1,1995 Aut,EVER,EVER-953-03,08,1,SW Face (Bonington rte),,0,0,Windhorse Trekking,,1995,3,0,TRUE
,Tashi Tshering,Sherpa,Tashi Tshering Sherpa (Pangboche),Nepal, (Pangboche),M,25,1970,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,14-10-1995,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 14,5, 1,1995 Aut,EVER,EVER-953-06,11,2,NE Ridge (to 7700m),N Col-NE Ridge,0,0,Windhorse Trekking,,1995,3,0,FALSE
,Ang Dawa (Dawa),Tamang,Ang Dawa (Dawa) Tamang (Lapcha),Nepal, (Lapcha),M,23,1972,H-A Worker,1,0,0,0,0,1,1,0,0,0,1,0,1,14-10-1995,1535,15.58,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,Oct 14,5, 1,1995 Aut,EVER,EVER-953-03,09,1,SW Face (Bonington rte),,0,0,Windhorse Trekking,,1995,3,0,TRUE
,Dorje Morup,,Dorje Morup,India,,M,47,1948,Climber,0,0,0,0,1,1,1,0,0,0,1,0,1,10-05-1996,1815,18.25,  -   -,,0,  -   -,,0,0,1,0,1,11-05-1996,,0, 3,5,8680,0,1,8849,May 10,5, 1,1996 Spr,EVER,EVER-961-10,04,2,N Col-N Ridge-N Face,,1,1,Amtrek,,1996,1,0,TRUE
,Jamling Tenzing Norgay,,Jamling Tenzing Norgay,India,,M,31,1965,Climber,0,0,0,0,1,1,1,0,0,0,1,0,1,23-05-1996,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 23,5, 1,1996 Spr,EVER,EVER-961-04,03,1,S Col-SE Ridge,,1,1,Peak Promotion,,1996,1,0,TRUE
,Tsewang Paljor,,Tsewang Paljor,India,,M,28,1968,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,10-05-1996,1815,18.25,  -   -,,0,  -   -,,0,0,1,0,1,11-05-1996,,0, 3,5,8550,0,1,8849,May 10,5, 1,1996 Spr,EVER,EVER-961-10,05,2,N Col-N Ridge-N Face,,1,1,Amtrek,,1996,1,0,TRUE
,Martin,Adams,Martin Adams,USA,,M,46,1949,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,10-05-1996,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 10,5, 1,1996 Spr,EVER,EVER-961-13,02,1,S Col-SE Ridge,,1,1,Wilderness Experience,,1996,1,0,TRUE
,Neal Jay,Beidleman,Neal Jay Beidleman,USA,,M,36,1959,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,10-05-1996,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 10,5, 1,1996 Spr,EVER,EVER-961-13,03,1,S Col-SE Ridge,,1,1,Wilderness Experience,,1996,1,0,TRUE
,Anatoli,Boukreev,Anatoli Boukreev,Kazakhstan,,M,38,1958,Climber,0,0,0,0,0,1,1,0,0,0,0,1,1,10-05-1996,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 10,5, 1,1996 Spr,EVER,EVER-961-13,04,1,S Col-SE Ridge,,1,1,Wilderness Experience,,1996,1,0,FALSE
,David Finlay,Breashears,David Finlay Breashears,USA,,M,40,1955,Leader,0,1,0,0,0,1,1,0,0,0,1,0,1,23-05-1996,1120,11.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 23,5, 1,1996 Spr,EVER,EVER-961-04,01,1,S Col-SE Ridge,,1,1,Peak Promotion,,1996,1,0,FALSE
,Yuri,Contreras Cedi,Yuri Contreras Cedi,Mexico,,M,32,1963,Exp Doctor,0,0,0,0,0,1,1,0,0,0,1,0,1,24-05-1996,1344,13.73,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 24,5, 1,1996 Spr,EVER,EVER-961-26,02,2,N Col-N Ridge-N Face,,1,1,Thamserku Trekking,,1996,1,0,TRUE
,Fausto,De Stefani,Fausto De Stefani,Italy,,M,44,1952,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,18-05-1996,1315,13.25,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 18,5, 1,1996 Spr,EVER,EVER-961-14,05,2,N Col-N Ridge-N Face,,1,1,Rolwaling Treks,,1996,1,0,TRUE
,Matthew (Matt),Dickinson,Matthew (Matt) Dickinson,UK,,M,35,1960,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-1996,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,1996 Spr,EVER,EVER-961-18,07,2,N Col-N Ridge-N Face,,1,1,Amtrek,,1996,1,0,TRUE
,Scott Eugene,Fischer,Scott Eugene Fischer,USA,,M,40,1955,Leader,0,1,0,0,0,1,1,0,0,0,1,0,1,10-05-1996,,0,  -   -,,0,  -   -,,0,0,0,0,1,11-05-1996,12:00,12, 3,5,8400,1,1,8849,May 10,5, 1,1996 Spr,EVER,EVER-961-13,01,1,S Col-SE Ridge,,1,1,Wilderness Experience,,1996,1,0,FALSE
,Charlotte Conant,Fox,Ms. Charlotte Conant Fox,USA,,F,39,1957,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,10-05-1996,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 10,5, 1,1996 Spr,EVER,EVER-961-13,05,1,S Col-SE Ridge,,1,1,Wilderness Experience,,1996,1,0,TRUE
,Lene,Gammelgaard Nielsen,Ms. Lene Gammelgaard Nielsen,Denmark,,F,34,1961,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,10-05-1996,,0,  -   -,,0,  -   -,,0,0,0,1,0,  -   -,,0,0,0,0,0,0,8849,May 10,5, 1,1996 Spr,EVER,EVER-961-13,06,1,S Col-SE Ridge,,1,1,Wilderness Experience,,1996,1,0,TRUE
,Sven Hougen,Gangdal,Sven Hougen Gangdal,Norway,,M,41,1954,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,17-05-1996,1010,10.17,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,1996 Spr,EVER,EVER-961-14,06,2,N Col-N Ridge-N Face,,1,1,Rolwaling Treks,,1996,1,0,TRUE
,Ming-Ho (Makalu),Gau,Ming-Ho (Makalu) Gau,Taiwan,,M,47,1949,Leader,0,1,0,0,0,1,1,0,0,0,1,0,1,10-05-1996,1500,15,  -   -,,0,  -   -,,0,0,0,1,0,  -   -,,0,0,0,0,0,0,8849,May 10,5, 1,1996 Spr,EVER,EVER-961-01,01,1,S Col-SE Ridge,,1,1,Peak Promotion,,1996,1,0,TRUE
,Michael Graeme,Groom,Michael Graeme Groom,Australia,,M,36,1959,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,10-05-1996,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 10,5, 1,1996 Spr,EVER,EVER-961-15,03,1,S Col-SE Ridge,,1,1,Wilderness Experience,,1996,1,0,FALSE
,Robert Edwin (Rob),Hall,Robert Edwin (Rob) Hall,New Zealand,,M,35,1961,Leader,0,1,0,0,0,1,1,0,0,0,1,0,1,10-05-1996,,0,  -   -,,0,  -   -,,0,0,0,0,1,11-05-1996,17:00,17, 3,5,8700,0,1,8849,May 10,5, 1,1996 Spr,EVER,EVER-961-15,01,1,S Col-SE Ridge,,1,1,Wilderness Experience,,1996,1,0,FALSE
,Hiroshi,Hanada,Hiroshi Hanada,Japan,,M,36,1960,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,11-05-1996,1245,12.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 11,5, 1,1996 Spr,EVER,EVER-961-07,04,2,N Col-NE Ridge,,1,1,Rolwaling Treks,,1996,1,0,TRUE
,Douglas (Doug),Hansen,Douglas (Doug) Hansen,USA,,M,46,1949,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,10-05-1996,,0,  -   -,,0,  -   -,,0,0,0,0,1,10-05-1996,,0, 3,5,8700,0,1,8849,May 10,5, 1,1996 Spr,EVER,EVER-961-15,04,1,S Col-SE Ridge,,1,1,Wilderness Experience,,1996,1,0,TRUE
